PROVINCIA,CÓD ESPECIE,ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,MODELO,A,B,C,D,P,Q,R,DNM
30,38,Juniperus thurifera,VSC,3,7,-7.28,0.8910046,1.53e-05,-,-,-,-,-
30,38,Juniperus thurifera,IAVC,3,19,3.01065,-0.0436844,0.0002718,-2e-07,-,-,-,-
30,38,Juniperus thurifera,VLE,3,12,-,-,-,-,2.49e-05,2.44751,-,-
30,38,Juniperus thurifera,VCC,5,11,-,-,-,-,0.0028903,1.71624,0.70819,-
30,38,Juniperus thurifera,VSC,5,7,-7.28,0.8910046,1.53e-05,-,-,-,-,-
30,38,Juniperus thurifera,IAVC,5,19,3.01065,-0.0436844,0.0002718,-2e-07,-,-,-,-
30,38,Juniperus thurifera,VLE,5,12,-,-,-,-,2.49e-05,2.44751,-,-
30,39,Juniperus phoenicea,VCC,3,1,46.37,0.0002609,-,-,-,-,-,-
30,39,Juniperus phoenicea,VSC,3,7,-1.55,0.8632,5.63e-05,-,-,-,-,-
30,39,Juniperus phoenicea,IAVC,3,19,3.01065,-0.0436844,0.0002718,-2e-07,-,-,-,-
30,39,Juniperus phoenicea,VLE,3,12,-,-,-,-,7.3e-05,2.28991,-,-
30,39,Juniperus phoenicea,VCC,5,1,46.37,0.0002609,-,-,-,-,-,-
30,39,Juniperus phoenicea,VSC,5,7,-1.55,0.8632,5.63e-05,-,-,-,-,-
30,39,Juniperus phoenicea,IAVC,5,19,3.01065,-0.0436844,0.0002718,-2e-07,-,-,-,-
30,39,Juniperus phoenicea,VLE,5,12,-,-,-,-,7.3e-05,2.28991,-,-
30,45,Quercus ilex ssp. ballota,VCC,2,1,9.78,0.0002002,-,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,VSC,2,7,-2.6,0.815,-6.65e-05,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,IAVC,2,21,-,-,3.23e-05,-3.616e-08,-,-,-,-
30,45,Quercus ilex ssp. ballota,VLE,2,12,-,-,-,-,3.19e-05,2.56596,-,-
30,45,Quercus ilex ssp. ballota,VCC,3,1,22.92,0.0002434,-,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,VSC,3,7,2.11,0.6144,0.001347,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,IAVC,3,21,-,-,3.23e-05,-3.616e-08,-,-,-,-
30,45,Quercus ilex ssp. ballota,VLE,3,12,-,-,-,-,3.19e-05,2.56596,-,-
30,45,Quercus ilex ssp. ballota,VCC,4,1,9.78,0.0002002,-,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,VSC,4,7,-2.6,0.815,-6.65e-05,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,IAVC,4,21,-,-,3.23e-05,-3.616e-08,-,-,-,-
30,45,Quercus ilex ssp. ballota,VLE,4,12,-,-,-,-,3.19e-05,2.56596,-,-
30,45,Quercus ilex ssp. ballota,VCC,5,1,22.92,0.0002434,-,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,VSC,5,7,2.11,0.6144,0.001347,-,-,-,-,-
30,45,Quercus ilex ssp. ballota,IAVC,5,21,-,-,3.23e-05,-3.616e-08,-,-,-,-
30,45,Quercus ilex ssp. ballota,VLE,5,12,-,-,-,-,3.19e-05,2.56596,-,-
30,66,Olea europaea,VCC,4,1,13.14,0.000141,-,-,-,-,-,-
30,66,Olea europaea,VSC,4,7,-3.02,0.8503,0.000113,-,-,-,-,-
30,66,Olea europaea,IAVC,4,21,-,-,3.23e-05,-3.616e-08,-,-,-,-
30,66,Olea europaea,VLE,4,12,-,-,-,-,0.0090069,1.42613,-,-
30,66,Olea europaea,VCC,5,1,13.14,0.000141,-,-,-,-,-,-
30,66,Olea europaea,VSC,5,7,-3.02,0.8503,0.000113,-,-,-,-,-
30,66,Olea europaea,IAVC,5,21,-,-,3.23e-05,-3.616e-08,-,-,-,-
30,66,Olea europaea,VLE,5,12,-,-,-,-,0.0090069,1.42613,-,-
