PROVINCIA,CÓD ESPECIE,ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,MODELO,A,B,C,D,P,Q,R,DNM
9,215,Crataegus monogyna,VSC,2,7,-2.78,0.8308435,1.4e-05,0.0,0.0,0.0,0.0,0.0
9,215,Crataegus monogyna,IAVC,2,19,-2.59444,0.051863,-0.00023,3.65e-07,0.0,0.0,0.0,0.0
9,215,Crataegus monogyna,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,215,Crataegus monogyna,VCC,3,11,0.0,0.0,0.0,0.0,0.0003174,2.24156,0.30651,0.0
9,215,Crataegus monogyna,VSC,3,7,0.47,0.7793051,7.29e-05,0.0,0.0,0.0,0.0,0.0
9,215,Crataegus monogyna,IAVC,3,19,-2.59444,0.051863,-0.00023,3.65e-07,0.0,0.0,0.0,0.0
9,215,Crataegus monogyna,VLE,3,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,215,Crataegus monogyna,VCC,5,11,0.0,0.0,0.0,0.0,0.0007656,1.91434,0.69702,0.0
9,215,Crataegus monogyna,VSC,5,7,-5.12,0.8635482,-3.9e-06,0.0,0.0,0.0,0.0,0.0
9,215,Crataegus monogyna,IAVC,5,19,-2.59444,0.051863,-0.00023,3.65e-07,0.0,0.0,0.0,0.0
9,215,Crataegus monogyna,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,16,Pyrus spp.,VCC,2,11,0.0,0.0,0.0,0.0,0.0010355,1.82111,0.8893,0.0
9,16,Pyrus spp.,VSC,2,7,-2.78,0.8308435,1.4e-05,0.0,0.0,0.0,0.0,0.0
9,16,Pyrus spp.,IAVC,2,19,-2.59444,0.051863,-0.00023,3.65e-07,0.0,0.0,0.0,0.0
9,16,Pyrus spp.,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,16,Pyrus spp.,VCC,5,11,0.0,0.0,0.0,0.0,0.0007656,1.91434,0.69702,0.0
9,16,Pyrus spp.,VSC,5,7,-5.12,0.8635482,-3.9e-06,0.0,0.0,0.0,0.0,0.0
9,16,Pyrus spp.,IAVC,5,19,-2.59444,0.051863,-0.00023,3.65e-07,0.0,0.0,0.0,0.0
9,16,Pyrus spp.,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,21,Pinus sylvestris,VCC,1,11,0.0,0.0,0.0,0.0,0.0004841,1.99916,0.87623,0.0
9,21,Pinus sylvestris,VSC,1,7,-12.37,0.83297,7.4e-06,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,IAVC,1,17,-2.53563,0.064775,-4.7e-05,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,VLE,1,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0.0
9,21,Pinus sylvestris,VCC,2,11,0.0,0.0,0.0,0.0,0.0004841,1.99916,0.87623,0.0
9,21,Pinus sylvestris,VSC,2,7,-12.37,0.83297,7.4e-06,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,IAVC,2,17,-2.53563,0.064775,-4.7e-05,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0.0
9,21,Pinus sylvestris,VCC,3,11,0.0,0.0,0.0,0.0,0.0002406,2.31217,0.31431,0.0
9,21,Pinus sylvestris,VSC,3,7,-0.23,0.7249978,0.0002663,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,IAVC,3,17,-2.53563,0.064775,-4.7e-05,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,VLE,3,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0.0
9,21,Pinus sylvestris,VCC,5,11,0.0,0.0,0.0,0.0,0.0157251,1.42043,0.67526,0.0
9,21,Pinus sylvestris,VSC,5,7,-7.48,0.8345479,1.43e-05,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,IAVC,5,17,-2.53563,0.064775,-4.7e-05,0.0,0.0,0.0,0.0,0.0
9,21,Pinus sylvestris,VLE,5,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0.0
9,22,Pinus uncinata,VCC,2,11,0.0,0.0,0.0,0.0,0.0009417,1.85561,0.94126,0.0
9,22,Pinus uncinata,VSC,2,7,-12.35,0.8807787,1.34e-05,0.0,0.0,0.0,0.0,0.0
9,22,Pinus uncinata,IAVC,2,20,-5.8561,0.075691,0.0,-9.5e-08,0.0,0.0,0.0,0.0
9,22,Pinus uncinata,VLE,2,12,0.0,0.0,0.0,0.0,0.0001534,2.09834,0.0,0.0
9,22,Pinus uncinata,VCC,3,11,0.0,0.0,0.0,0.0,0.0032009,1.81969,0.30465,0.0
9,22,Pinus uncinata,VSC,3,7,-1.75,0.7953553,0.0002175,0.0,0.0,0.0,0.0,0.0
9,22,Pinus uncinata,IAVC,3,20,-5.8561,0.075691,0.0,-9.5e-08,0.0,0.0,0.0,0.0
9,22,Pinus uncinata,VLE,3,12,0.0,0.0,0.0,0.0,0.0001534,2.09834,0.0,0.0
9,22,Pinus uncinata,VCC,5,11,0.0,0.0,0.0,0.0,0.0032009,1.81969,0.30465,0.0
9,22,Pinus uncinata,VSC,5,7,-1.75,0.7953553,0.0002175,0.0,0.0,0.0,0.0,0.0
9,22,Pinus uncinata,IAVC,5,20,-5.8561,0.075691,0.0,-9.5e-08,0.0,0.0,0.0,0.0
9,22,Pinus uncinata,VLE,5,12,0.0,0.0,0.0,0.0,0.0001534,2.09834,0.0,0.0
9,23,Pinus pinea,VCC,2,11,0.0,0.0,0.0,0.0,0.0043736,1.67453,0.66098,0.0
9,23,Pinus pinea,VSC,2,7,-4.65,0.7074849,4.95e-05,0.0,0.0,0.0,0.0,0.0
9,23,Pinus pinea,IAVC,2,19,8.139817,-0.06169,0.000338,-3.6e-07,0.0,0.0,0.0,0.0
9,23,Pinus pinea,VLE,2,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0.0
9,23,Pinus pinea,VCC,3,11,0.0,0.0,0.0,0.0,0.0043736,1.67453,0.66098,0.0
9,23,Pinus pinea,VSC,3,7,-4.65,0.7074849,4.95e-05,0.0,0.0,0.0,0.0,0.0
9,23,Pinus pinea,IAVC,3,19,8.139817,-0.06169,0.000338,-3.6e-07,0.0,0.0,0.0,0.0
9,23,Pinus pinea,VLE,3,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0.0
9,23,Pinus pinea,VCC,4,11,0.0,0.0,0.0,0.0,0.0043736,1.67453,0.66098,0.0
9,23,Pinus pinea,VSC,4,7,-4.65,0.7074849,4.95e-05,0.0,0.0,0.0,0.0,0.0
9,23,Pinus pinea,IAVC,4,19,8.139817,-0.06169,0.000338,-3.6e-07,0.0,0.0,0.0,0.0
9,23,Pinus pinea,VLE,4,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0.0
9,23,Pinus pinea,VCC,5,11,0.0,0.0,0.0,0.0,0.0043736,1.67453,0.66098,0.0
9,23,Pinus pinea,VSC,5,7,-4.65,0.7074849,4.95e-05,0.0,0.0,0.0,0.0,0.0
9,23,Pinus pinea,IAVC,5,19,8.139817,-0.06169,0.000338,-3.6e-07,0.0,0.0,0.0,0.0
9,23,Pinus pinea,VLE,5,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0.0
9,24,Pinus halepensis,VCC,2,11,0.0,0.0,0.0,0.0,0.0010414,1.85853,0.8476,0.0
9,24,Pinus halepensis,VSC,2,7,-10.64,0.7717461,3.14e-05,0.0,0.0,0.0,0.0,0.0
9,24,Pinus halepensis,IAVC,2,19,8.139817,-0.06169,0.000338,-3.6e-07,0.0,0.0,0.0,0.0
9,24,Pinus halepensis,VLE,2,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0.0
9,25,Pinus nigra,VCC,2,11,0.0,0.0,0.0,0.0,0.000996,2.04245,0.48306,0.0
9,25,Pinus nigra,VSC,2,7,-0.89,0.6994498,4.72e-05,0.0,0.0,0.0,0.0,0.0
9,25,Pinus nigra,IAVC,2,20,-5.57754,0.075152,0.0,-1e-07,0.0,0.0,0.0,0.0
9,25,Pinus nigra,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0.0
9,25,Pinus nigra,VCC,3,11,0.0,0.0,0.0,0.0,0.0001835,2.3422,0.40371,0.0
9,25,Pinus nigra,VSC,3,7,0.94,0.6017709,0.0013219,0.0,0.0,0.0,0.0,0.0
9,25,Pinus nigra,IAVC,3,20,-5.57754,0.075152,0.0,-1e-07,0.0,0.0,0.0,0.0
9,25,Pinus nigra,VLE,3,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0.0
9,25,Pinus nigra,VCC,5,11,0.0,0.0,0.0,0.0,0.000996,2.04245,0.48306,0.0
9,25,Pinus nigra,VSC,5,7,-0.89,0.6994498,4.72e-05,0.0,0.0,0.0,0.0,0.0
9,25,Pinus nigra,IAVC,5,20,-5.57754,0.075152,0.0,-1e-07,0.0,0.0,0.0,0.0
9,25,Pinus nigra,VLE,5,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0.0
9,626,Pinus pinaster sin resinar,VCC,2,11,0.0,0.0,0.0,0.0,0.0003508,2.09851,0.78262,0.0
9,626,Pinus pinaster sin resinar,VSC,2,7,-26.1,0.6983728,3.64e-05,0.0,0.0,0.0,0.0,0.0
9,626,Pinus pinaster sin resinar,IAVC,2,21,0.0,0.0,0.000155,-1.5e-07,0.0,0.0,0.0,0.0
9,626,Pinus pinaster sin resinar,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0.0
9,626,Pinus pinaster sin resinar,VCC,3,11,0.0,0.0,0.0,0.0,0.000363,2.26663,0.22511,0.0
9,626,Pinus pinaster sin resinar,VSC,3,7,0.96,0.4124155,0.0023764,0.0,0.0,0.0,0.0,0.0
9,626,Pinus pinaster sin resinar,IAVC,3,21,0.0,0.0,0.000155,-1.5e-07,0.0,0.0,0.0,0.0
9,626,Pinus pinaster sin resinar,VLE,3,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0.0
9,626,Pinus pinaster sin resinar,VCC,5,11,0.0,0.0,0.0,0.0,0.0035657,1.6935,0.69925,0.0
9,626,Pinus pinaster sin resinar,VSC,5,7,-21.18,0.7510523,3.05e-05,0.0,0.0,0.0,0.0,0.0
9,626,Pinus pinaster sin resinar,IAVC,5,21,0.0,0.0,0.000155,-1.5e-07,0.0,0.0,0.0,0.0
9,626,Pinus pinaster sin resinar,VLE,5,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0.0
9,726,Pinus pinaster resinado,VCC,2,11,0.0,0.0,0.0,0.0,0.0010032,1.85184,0.98113,0.0
9,726,Pinus pinaster resinado,VSC,2,7,-47.4,0.8085226,9.1e-06,0.0,0.0,0.0,0.0,0.0
9,726,Pinus pinaster resinado,IAVC,2,20,-43.4023476007868,0.15854111091507,0.0,-9.74242630427327e-08,0.0,0.0,0.0,0.0
9,726,Pinus pinaster resinado,VLE,2,12,0.0,0.0,0.0,0.0,9.21e-05,2.17465,0.0,0.0
9,726,Pinus pinaster resinado,VCC,5,11,0.0,0.0,0.0,0.0,0.0010032,1.85184,0.98113,0.0
9,726,Pinus pinaster resinado,VSC,5,7,-47.4,0.8085226,9.1e-06,0.0,0.0,0.0,0.0,0.0
9,726,Pinus pinaster resinado,IAVC,5,20,-43.4023476007868,0.15854111091507,0.0,-9.74242630427327e-08,0.0,0.0,0.0,0.0
9,726,Pinus pinaster resinado,VLE,5,12,0.0,0.0,0.0,0.0,9.21e-05,2.17465,0.0,0.0
9,826,Pinus pinaster anteriormente resinado,VCC,2,11,0.0,0.0,0.0,0.0,0.0010032,1.85184,0.98113,0.0
9,826,Pinus pinaster anteriormente resinado,VSC,2,7,-47.4,0.8085226,9.1e-06,0.0,0.0,0.0,0.0,0.0
9,826,Pinus pinaster anteriormente resinado,IAVC,2,20,-43.4023476007868,0.15854111091507,0.0,-9.74242630427327e-08,0.0,0.0,0.0,0.0
9,826,Pinus pinaster anteriormente resinado,VLE,2,12,0.0,0.0,0.0,0.0,0.0027646,1.54965,0.0,0.0
9,826,Pinus pinaster anteriormente resinado,VCC,5,11,0.0,0.0,0.0,0.0,0.0010032,1.85184,0.98113,0.0
9,826,Pinus pinaster anteriormente resinado,VSC,5,7,-47.4,0.8085226,9.1e-06,0.0,0.0,0.0,0.0,0.0
9,826,Pinus pinaster anteriormente resinado,IAVC,5,20,-43.4023476007868,0.15854111091507,0.0,-9.74242630427327e-08,0.0,0.0,0.0,0.0
9,826,Pinus pinaster anteriormente resinado,VLE,5,12,0.0,0.0,0.0,0.0,0.0027646,1.54965,0.0,0.0
9,28,Pinus radiata,VCC,1,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,28,Pinus radiata,VSC,1,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,IAVC,1,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,VLE,1,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,28,Pinus radiata,VCC,2,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,28,Pinus radiata,VSC,2,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,IAVC,2,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,VLE,2,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,28,Pinus radiata,VCC,3,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,28,Pinus radiata,VSC,3,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,IAVC,3,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,VLE,3,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,28,Pinus radiata,VCC,5,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,28,Pinus radiata,VSC,5,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,IAVC,5,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,28,Pinus radiata,VLE,5,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,33,Picea abies,VCC,2,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,33,Picea abies,VSC,2,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,33,Picea abies,IAVC,2,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,33,Picea abies,VLE,2,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,33,Picea abies,VCC,3,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,33,Picea abies,VSC,3,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,33,Picea abies,IAVC,3,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,33,Picea abies,VLE,3,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,34,Pseudotsuga menziesii,VCC,2,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,34,Pseudotsuga menziesii,VSC,2,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,34,Pseudotsuga menziesii,IAVC,2,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,34,Pseudotsuga menziesii,VLE,2,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,34,Pseudotsuga menziesii,VCC,3,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,34,Pseudotsuga menziesii,VSC,3,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,34,Pseudotsuga menziesii,IAVC,3,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,34,Pseudotsuga menziesii,VLE,3,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,35,Larix spp.,VCC,2,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,35,Larix spp.,VSC,2,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,35,Larix spp.,IAVC,2,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,35,Larix spp.,VLE,2,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,35,Larix spp.,VCC,3,11,0.0,0.0,0.0,0.0,0.0003552,2.04836,0.84768,0.0
9,35,Larix spp.,VSC,3,7,-5.66,0.800826,6.1e-06,0.0,0.0,0.0,0.0,0.0
9,35,Larix spp.,IAVC,3,16,7.093634,0.000386,0.0,0.0,0.0,0.0,0.0,0.0
9,35,Larix spp.,VLE,3,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0.0
9,436,Cupressus macrocarpa,VCC,2,11,0.0,0.0,0.0,0.0,0.0010414,1.85853,0.8476,0.0
9,436,Cupressus macrocarpa,VSC,2,7,-10.64,0.7717461,3.14e-05,0.0,0.0,0.0,0.0,0.0
9,436,Cupressus macrocarpa,IAVC,2,20,-5.8561,0.075691,0.0,-9.5e-08,0.0,0.0,0.0,0.0
9,436,Cupressus macrocarpa,VLE,2,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0.0
9,37,Juniperus communis,VCC,3,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0.0
9,37,Juniperus communis,VSC,3,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0.0
9,37,Juniperus communis,IAVC,3,19,-0.07062,0.005905,2.26e-05,-4.2e-08,0.0,0.0,0.0,0.0
9,37,Juniperus communis,VLE,3,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0.0
9,37,Juniperus communis,VCC,5,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0.0
9,37,Juniperus communis,VSC,5,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0.0
9,37,Juniperus communis,IAVC,5,19,-0.07062,0.005905,2.26e-05,-4.2e-08,0.0,0.0,0.0,0.0
9,37,Juniperus communis,VLE,5,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0.0
9,237,Juniperus oxycedrus,VCC,2,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0.0
9,237,Juniperus oxycedrus,VSC,2,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0.0
9,237,Juniperus oxycedrus,IAVC,2,21,0.0,0.0,0.00011,-4e-07,0.0,0.0,0.0,0.0
9,237,Juniperus oxycedrus,VLE,2,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0.0
9,237,Juniperus oxycedrus,VCC,3,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0.0
9,237,Juniperus oxycedrus,VSC,3,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0.0
9,237,Juniperus oxycedrus,IAVC,3,21,0.0,0.0,0.00011,-4e-07,0.0,0.0,0.0,0.0
9,237,Juniperus oxycedrus,VLE,3,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0.0
9,237,Juniperus oxycedrus,VCC,5,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0.0
9,237,Juniperus oxycedrus,VSC,5,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0.0
9,237,Juniperus oxycedrus,IAVC,5,21,0.0,0.0,0.00011,-4e-07,0.0,0.0,0.0,0.0
9,237,Juniperus oxycedrus,VLE,5,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0.0
9,38,Juniperus thurifera,VCC,2,11,0.0,0.0,0.0,0.0,0.0028903,1.71624,0.70819,0.0
9,38,Juniperus thurifera,VSC,2,7,-7.28,0.8910046,1.53e-05,0.0,0.0,0.0,0.0,0.0
9,38,Juniperus thurifera,IAVC,2,19,-0.07062,0.005905,2.26e-05,-4.2e-08,0.0,0.0,0.0,0.0
9,38,Juniperus thurifera,VLE,2,12,0.0,0.0,0.0,0.0,2.49e-05,2.44751,0.0,0.0
9,38,Juniperus thurifera,VCC,3,11,0.0,0.0,0.0,0.0,0.0028903,1.71624,0.70819,0.0
9,38,Juniperus thurifera,VSC,3,7,-7.28,0.8910046,1.53e-05,0.0,0.0,0.0,0.0,0.0
9,38,Juniperus thurifera,IAVC,3,19,-0.07062,0.005905,2.26e-05,-4.2e-08,0.0,0.0,0.0,0.0
9,38,Juniperus thurifera,VLE,3,12,0.0,0.0,0.0,0.0,2.49e-05,2.44751,0.0,0.0
9,38,Juniperus thurifera,VCC,5,11,0.0,0.0,0.0,0.0,0.0028903,1.71624,0.70819,0.0
9,38,Juniperus thurifera,VSC,5,7,-7.28,0.8910046,1.53e-05,0.0,0.0,0.0,0.0,0.0
9,38,Juniperus thurifera,IAVC,5,19,-0.07062,0.005905,2.26e-05,-4.2e-08,0.0,0.0,0.0,0.0
9,38,Juniperus thurifera,VLE,5,12,0.0,0.0,0.0,0.0,2.49e-05,2.44751,0.0,0.0
9,39,Juniperus phoenicea,VCC,5,11,0.0,0.0,0.0,0.0,0.0028903,1.71624,0.70819,0.0
9,39,Juniperus phoenicea,VSC,5,7,-7.28,0.8910046,1.53e-05,0.0,0.0,0.0,0.0,0.0
9,39,Juniperus phoenicea,IAVC,5,21,0.0,0.0,0.00011,-4e-07,0.0,0.0,0.0,0.0
9,39,Juniperus phoenicea,VLE,5,12,0.0,0.0,0.0,0.0,2.49e-05,2.44751,0.0,0.0
9,41,Quercus robur,VCC,2,11,0.0,0.0,0.0,0.0,0.0010342,1.93449,0.69601,0.0
9,41,Quercus robur,VSC,2,7,-15.07,0.8331252,3e-06,0.0,0.0,0.0,0.0,0.0
9,41,Quercus robur,IAVC,2,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,41,Quercus robur,VLE,2,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0.0
9,41,Quercus robur,VCC,3,11,0.0,0.0,0.0,0.0,0.0010342,1.93449,0.69601,0.0
9,41,Quercus robur,VSC,3,7,-15.07,0.8331252,3e-06,0.0,0.0,0.0,0.0,0.0
9,41,Quercus robur,IAVC,3,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,41,Quercus robur,VLE,3,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0.0
9,41,Quercus robur,VCC,4,11,0.0,0.0,0.0,0.0,0.0035307,1.73113,0.51603,0.0
9,41,Quercus robur,VSC,4,7,-10.61,0.8487662,9.4e-06,0.0,0.0,0.0,0.0,0.0
9,41,Quercus robur,IAVC,4,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
