COMUNIDAD AUTÓNOMA,CÓD ESPECIE,ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,MODELO,A,B,C,D,P,Q,R,DNM
66,307,Acacia dealbata,IAVC,5,21,0.0,0.0,0.0004584,-4.3441e-07,0.0,0.0,0.0,0
66,307,Acacia dealbata,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,8,Phillyrea latifolia,VCC,2,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0
66,8,Phillyrea latifolia,VSC,2,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0
66,8,Phillyrea latifolia,IAVC,2,19,4.20171,-0.0846579,0.0005656,-6.6378e-07,0.0,0.0,0.0,0
66,8,Phillyrea latifolia,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,8,Phillyrea latifolia,VCC,3,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0
66,8,Phillyrea latifolia,VSC,3,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0
66,8,Phillyrea latifolia,IAVC,3,19,4.20171,-0.0846579,0.0005656,-6.6378e-07,0.0,0.0,0.0,0
66,8,Phillyrea latifolia,VLE,3,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,8,Phillyrea latifolia,VCC,5,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0
66,8,Phillyrea latifolia,VSC,5,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0
66,8,Phillyrea latifolia,IAVC,5,19,4.20171,-0.0846579,0.0005656,-6.6378e-07,0.0,0.0,0.0,0
66,8,Phillyrea latifolia,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,12,Malus sylvestris,VCC,4,1,15.59,0.0002578,0.0,0.0,0.0,0.0,0.0,0
66,12,Malus sylvestris,VSC,4,7,-4.07,0.9274491,2.6e-06,0.0,0.0,0.0,0.0,0
66,12,Malus sylvestris,IAVC,4,19,4.20171,-0.0846579,0.0005656,-6.6378e-07,0.0,0.0,0.0,0
66,12,Malus sylvestris,VLE,4,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,12,Malus sylvestris,VCC,5,1,15.59,0.0002578,0.0,0.0,0.0,0.0,0.0,0
66,12,Malus sylvestris,VSC,5,7,-4.07,0.9274491,2.6e-06,0.0,0.0,0.0,0.0,0
66,12,Malus sylvestris,IAVC,5,19,4.20171,-0.0846579,0.0005656,-6.6378e-07,0.0,0.0,0.0,0
66,12,Malus sylvestris,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,14,Taxus baccata,VCC,2,1,28.73,0.0003458,0.0,0.0,0.0,0.0,0.0,0
66,14,Taxus baccata,VSC,2,7,-4.32,0.7946056,1.2e-05,0.0,0.0,0.0,0.0,0
66,14,Taxus baccata,IAVC,2,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,14,Taxus baccata,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,14,Taxus baccata,VCC,3,1,28.73,0.0003458,0.0,0.0,0.0,0.0,0.0,0
66,14,Taxus baccata,VSC,3,7,-4.32,0.7946056,1.2e-05,0.0,0.0,0.0,0.0,0
66,14,Taxus baccata,IAVC,3,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,14,Taxus baccata,VLE,3,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,14,Taxus baccata,VCC,5,1,28.73,0.0003458,0.0,0.0,0.0,0.0,0.0,0
66,14,Taxus baccata,VSC,5,7,-4.32,0.7946056,1.2e-05,0.0,0.0,0.0,0.0,0
66,14,Taxus baccata,IAVC,5,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,14,Taxus baccata,VLE,5,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,215,Crataegus monogyna,VCC,2,11,0.0,0.0,0.0,0.0,0.0017568,1.68729,0.93055,0
66,215,Crataegus monogyna,VSC,2,7,-4.44,0.8334608,8.16e-05,0.0,0.0,0.0,0.0,0
66,215,Crataegus monogyna,IAVC,2,21,0.0,0.0,0.0001262,-3.0647e-07,0.0,0.0,0.0,0
66,215,Crataegus monogyna,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,215,Crataegus monogyna,VCC,3,11,0.0,0.0,0.0,0.0,0.0017568,1.68729,0.93055,0
66,215,Crataegus monogyna,VSC,3,7,-4.44,0.8334608,8.16e-05,0.0,0.0,0.0,0.0,0
66,215,Crataegus monogyna,IAVC,3,21,0.0,0.0,0.0001262,-3.0647e-07,0.0,0.0,0.0,0
66,215,Crataegus monogyna,VLE,3,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,215,Crataegus monogyna,VCC,5,11,0.0,0.0,0.0,0.0,0.0017568,1.68729,0.93055,0
66,215,Crataegus monogyna,VSC,5,7,-4.44,0.8334608,8.16e-05,0.0,0.0,0.0,0.0,0
66,215,Crataegus monogyna,IAVC,5,21,0.0,0.0,0.0001262,-3.0647e-07,0.0,0.0,0.0,0
66,215,Crataegus monogyna,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,16,Pyrus spp.,VCC,2,1,62.78,0.0001897,0.0,0.0,0.0,0.0,0.0,0
66,16,Pyrus spp.,VSC,2,7,-14.85,0.8582139,3.9e-06,0.0,0.0,0.0,0.0,0
66,16,Pyrus spp.,IAVC,2,19,4.20171,-0.0846579,0.0005656,-6.6378e-07,0.0,0.0,0.0,0
66,16,Pyrus spp.,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,16,Pyrus spp.,VCC,5,1,62.78,0.0001897,0.0,0.0,0.0,0.0,0.0,0
66,16,Pyrus spp.,VSC,5,7,-14.85,0.8582139,3.9e-06,0.0,0.0,0.0,0.0,0
66,16,Pyrus spp.,IAVC,5,19,4.20171,-0.0846579,0.0005656,-6.6378e-07,0.0,0.0,0.0,0
66,16,Pyrus spp.,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0
66,17,Cedrus atlantica,VCC,2,11,0.0,0.0,0.0,0.0,0.0010518,1.75038,1.13229,0
66,17,Cedrus atlantica,VSC,2,7,-15.35,0.8590702,1e-06,0.0,0.0,0.0,0.0,0
66,17,Cedrus atlantica,IAVC,2,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,17,Cedrus atlantica,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,18,Chamaecyparis lawsoniana,VCC,1,11,0.0,0.0,0.0,0.0,0.0001679,2.14643,0.95194,0
66,18,Chamaecyparis lawsoniana,VSC,1,7,0.96,0.7894702,7.7e-05,0.0,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,IAVC,1,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,VLE,1,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,18,Chamaecyparis lawsoniana,VCC,2,11,0.0,0.0,0.0,0.0,0.0001679,2.14643,0.95194,0
66,18,Chamaecyparis lawsoniana,VSC,2,7,0.96,0.7894702,7.7e-05,0.0,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,IAVC,2,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,18,Chamaecyparis lawsoniana,VCC,3,11,0.0,0.0,0.0,0.0,0.0001679,2.14643,0.95194,0
66,18,Chamaecyparis lawsoniana,VSC,3,7,0.96,0.7894702,7.7e-05,0.0,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,IAVC,3,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,VLE,3,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,18,Chamaecyparis lawsoniana,VCC,5,11,0.0,0.0,0.0,0.0,0.0001679,2.14643,0.95194,0
66,18,Chamaecyparis lawsoniana,VSC,5,7,0.96,0.7894702,7.7e-05,0.0,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,IAVC,5,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,18,Chamaecyparis lawsoniana,VLE,5,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,21,Pinus sylvestris,VCC,1,11,0.0,0.0,0.0,0.0,0.000545,1.98263,0.86986,0
66,21,Pinus sylvestris,VSC,1,7,-6.04,0.7973543,3.98e-05,0.0,0.0,0.0,0.0,0
66,21,Pinus sylvestris,IAVC,1,21,0.0,0.0,0.0002146,-1.8906e-07,0.0,0.0,0.0,0
66,21,Pinus sylvestris,VLE,1,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,21,Pinus sylvestris,VCC,2,11,0.0,0.0,0.0,0.0,0.000545,1.98263,0.86986,0
66,21,Pinus sylvestris,VSC,2,7,-6.04,0.7973543,3.98e-05,0.0,0.0,0.0,0.0,0
66,21,Pinus sylvestris,IAVC,2,21,0.0,0.0,0.0002146,-1.8906e-07,0.0,0.0,0.0,0
66,21,Pinus sylvestris,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,21,Pinus sylvestris,VCC,3,11,0.0,0.0,0.0,0.0,6.65e-05,2.51538,0.41165,0
66,21,Pinus sylvestris,VSC,3,7,-0.3,0.7387945,-0.000256,0.0,0.0,0.0,0.0,0
66,21,Pinus sylvestris,IAVC,3,21,0.0,0.0,0.0002146,-1.8906e-07,0.0,0.0,0.0,0
66,21,Pinus sylvestris,VLE,3,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,21,Pinus sylvestris,VCC,5,11,0.0,0.0,0.0,0.0,0.000692,2.09689,0.30199,0
66,21,Pinus sylvestris,VSC,5,7,0.42,0.7075723,0.0002879,0.0,0.0,0.0,0.0,0
66,21,Pinus sylvestris,IAVC,5,21,0.0,0.0,0.0002146,-1.8906e-07,0.0,0.0,0.0,0
66,21,Pinus sylvestris,VLE,5,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,24,Pinus halepensis,VCC,2,11,0.0,0.0,0.0,0.0,0.0010414,1.85853,0.8476,0
66,24,Pinus halepensis,VSC,2,7,-10.64,0.7717461,3.14e-05,0.0,0.0,0.0,0.0,0
66,24,Pinus halepensis,IAVC,2,21,0.0,0.0,0.00048,-4.4671e-07,0.0,0.0,0.0,0
66,24,Pinus halepensis,VLE,2,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0
66,24,Pinus halepensis,VCC,5,11,0.0,0.0,0.0,0.0,0.002453,1.8128,0.43771,0
66,24,Pinus halepensis,VSC,5,7,-7.67,0.778017,3.74e-05,0.0,0.0,0.0,0.0,0
66,24,Pinus halepensis,IAVC,5,21,0.0,0.0,0.00048,-4.4671e-07,0.0,0.0,0.0,0
66,24,Pinus halepensis,VLE,5,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0
66,25,Pinus nigra,VCC,1,11,0.0,0.0,0.0,0.0,0.0005726,2.01838,0.77193,0
66,25,Pinus nigra,VSC,1,7,-7.21,0.7930388,4e-06,0.0,0.0,0.0,0.0,0
66,25,Pinus nigra,IAVC,1,21,0.0,0.0,0.0005324,-5.7831e-07,0.0,0.0,0.0,0
66,25,Pinus nigra,VLE,1,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,25,Pinus nigra,VCC,2,11,0.0,0.0,0.0,0.0,0.0005726,2.01838,0.77193,0
66,25,Pinus nigra,VSC,2,7,-7.21,0.7930388,4e-06,0.0,0.0,0.0,0.0,0
66,25,Pinus nigra,IAVC,2,21,0.0,0.0,0.0005324,-5.7831e-07,0.0,0.0,0.0,0
66,25,Pinus nigra,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,25,Pinus nigra,VCC,3,11,0.0,0.0,0.0,0.0,6.81e-05,2.44893,0.59959,0
66,25,Pinus nigra,VSC,3,7,0.16,0.7441103,-0.0005564,0.0,0.0,0.0,0.0,0
66,25,Pinus nigra,IAVC,3,21,0.0,0.0,0.0005324,-5.7831e-07,0.0,0.0,0.0,0
66,25,Pinus nigra,VLE,3,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,25,Pinus nigra,VCC,5,11,0.0,0.0,0.0,0.0,0.0005726,2.01838,0.77193,0
66,25,Pinus nigra,VSC,5,7,-7.21,0.7930388,4e-06,0.0,0.0,0.0,0.0,0
66,25,Pinus nigra,IAVC,5,21,0.0,0.0,0.0005324,-5.7831e-07,0.0,0.0,0.0,0
66,25,Pinus nigra,VLE,5,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,26,Pinus pinaster,VCC,1,11,0.0,0.0,0.0,0.0,0.0003944,2.09296,0.73083,0
66,26,Pinus pinaster,VSC,1,7,-7.29,0.7373721,2.55e-05,0.0,0.0,0.0,0.0,0
66,26,Pinus pinaster,IAVC,1,21,0.0,0.0,0.00048,-4.4671e-07,0.0,0.0,0.0,0
66,26,Pinus pinaster,VLE,1,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
66,26,Pinus pinaster,VCC,2,11,0.0,0.0,0.0,0.0,0.0003944,2.09296,0.73083,0
66,26,Pinus pinaster,VSC,2,7,-7.29,0.7373721,2.55e-05,0.0,0.0,0.0,0.0,0
66,26,Pinus pinaster,IAVC,2,21,0.0,0.0,0.00048,-4.4671e-07,0.0,0.0,0.0,0
66,26,Pinus pinaster,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
66,26,Pinus pinaster,VCC,3,11,0.0,0.0,0.0,0.0,0.0003944,2.09296,0.73083,0
66,26,Pinus pinaster,VSC,3,7,-7.29,0.7373721,2.55e-05,0.0,0.0,0.0,0.0,0
66,26,Pinus pinaster,IAVC,3,21,0.0,0.0,0.00048,-4.4671e-07,0.0,0.0,0.0,0
66,26,Pinus pinaster,VLE,3,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
66,26,Pinus pinaster,VCC,5,11,0.0,0.0,0.0,0.0,0.0003944,2.09296,0.73083,0
66,26,Pinus pinaster,VSC,5,7,-7.29,0.7373721,2.55e-05,0.0,0.0,0.0,0.0,0
66,26,Pinus pinaster,IAVC,5,21,0.0,0.0,0.00048,-4.4671e-07,0.0,0.0,0.0,0
66,26,Pinus pinaster,VLE,5,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
66,28,Pinus radiata,VCC,1,11,0.0,0.0,0.0,0.0,0.0006785,1.86004,1.01378,0
66,28,Pinus radiata,VSC,1,7,-18.29,0.815863,4.1e-06,0.0,0.0,0.0,0.0,0
66,28,Pinus radiata,IAVC,1,21,0.0,0.0,0.0007159,-6.4797e-07,0.0,0.0,0.0,0
66,28,Pinus radiata,VLE,1,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
66,28,Pinus radiata,VCC,2,11,0.0,0.0,0.0,0.0,0.0006785,1.86004,1.01378,0
66,28,Pinus radiata,VSC,2,7,-7.38,0.8061787,8.8e-06,0.0,0.0,0.0,0.0,0
66,28,Pinus radiata,IAVC,2,21,0.0,0.0,0.0007159,-6.4797e-07,0.0,0.0,0.0,0
66,28,Pinus radiata,VLE,2,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
66,28,Pinus radiata,VCC,3,11,0.0,0.0,0.0,0.0,0.0006785,1.86004,1.01378,0
66,28,Pinus radiata,VSC,3,7,-0.34,0.8350763,-0.0011562,0.0,0.0,0.0,0.0,0
66,28,Pinus radiata,IAVC,3,21,0.0,0.0,0.0007159,-6.4797e-07,0.0,0.0,0.0,0
66,28,Pinus radiata,VLE,3,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
66,28,Pinus radiata,VCC,5,11,0.0,0.0,0.0,0.0,0.0006785,1.86004,1.01378,0
66,28,Pinus radiata,VSC,5,7,-7.38,0.8061787,8.8e-06,0.0,0.0,0.0,0.0,0
66,28,Pinus radiata,IAVC,5,21,0.0,0.0,0.0007159,-6.4797e-07,0.0,0.0,0.0,0
66,28,Pinus radiata,VLE,5,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
66,31,Abies alba,VCC,2,11,0.0,0.0,0.0,0.0,0.0010518,1.75038,1.13229,0
66,31,Abies alba,VSC,2,7,-15.35,0.8590702,1e-06,0.0,0.0,0.0,0.0,0
66,31,Abies alba,IAVC,2,21,0.0,0.0,0.0010389,-1.25852e-06,0.0,0.0,0.0,0
66,31,Abies alba,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,31,Abies alba,VCC,3,11,0.0,0.0,0.0,0.0,0.0010518,1.75038,1.13229,0
66,31,Abies alba,VSC,3,7,-15.35,0.8590702,1e-06,0.0,0.0,0.0,0.0,0
66,31,Abies alba,IAVC,3,21,0.0,0.0,0.0010389,-1.25852e-06,0.0,0.0,0.0,0
66,31,Abies alba,VLE,3,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
66,33,Picea abies,VCC,2,11,0.0,0.0,0.0,0.0,6.43e-05,2.28998,1.0234,0
66,33,Picea abies,VSC,2,7,-0.9,0.8742699,1.44e-05,0.0,0.0,0.0,0.0,0
66,33,Picea abies,IAVC,2,21,0.0,0.0,0.0010389,-1.25852e-06,0.0,0.0,0.0,0
66,33,Picea abies,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,33,Picea abies,VCC,3,11,0.0,0.0,0.0,0.0,6.43e-05,2.28998,1.0234,0
66,33,Picea abies,VSC,3,7,-0.9,0.8742699,1.44e-05,0.0,0.0,0.0,0.0,0
66,33,Picea abies,IAVC,3,21,0.0,0.0,0.0010389,-1.25852e-06,0.0,0.0,0.0,0
66,33,Picea abies,VLE,3,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,34,Pseudotsuga menziesii,VCC,2,11,0.0,0.0,0.0,0.0,6.43e-05,2.28998,1.0234,0
66,34,Pseudotsuga menziesii,VSC,2,7,-0.9,0.8742699,1.44e-05,0.0,0.0,0.0,0.0,0
66,34,Pseudotsuga menziesii,IAVC,2,21,0.0,0.0,0.0005277,5.1082e-07,0.0,0.0,0.0,0
66,34,Pseudotsuga menziesii,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,34,Pseudotsuga menziesii,VCC,3,11,0.0,0.0,0.0,0.0,6.43e-05,2.28998,1.0234,0
66,34,Pseudotsuga menziesii,VSC,3,7,-0.9,0.8742699,1.44e-05,0.0,0.0,0.0,0.0,0
66,34,Pseudotsuga menziesii,IAVC,3,21,0.0,0.0,0.0005277,5.1082e-07,0.0,0.0,0.0,0
66,34,Pseudotsuga menziesii,VLE,3,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,34,Pseudotsuga menziesii,VCC,5,11,0.0,0.0,0.0,0.0,6.43e-05,2.28998,1.0234,0
66,34,Pseudotsuga menziesii,VSC,5,7,-0.9,0.8742699,1.44e-05,0.0,0.0,0.0,0.0,0
66,34,Pseudotsuga menziesii,IAVC,5,21,0.0,0.0,0.0005277,5.1082e-07,0.0,0.0,0.0,0
66,34,Pseudotsuga menziesii,VLE,5,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,35,Larix spp.,VCC,2,11,0.0,0.0,0.0,0.0,0.0003011,2.11661,0.79669,0
66,35,Larix spp.,VSC,2,7,-4.84,0.8577174,-6e-07,0.0,0.0,0.0,0.0,0
66,35,Larix spp.,IAVC,2,21,0.0,0.0,0.0003625,-1.5029e-07,0.0,0.0,0.0,0
66,35,Larix spp.,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,35,Larix spp.,VCC,3,11,0.0,0.0,0.0,0.0,0.0003011,2.11661,0.79669,0
66,35,Larix spp.,VSC,3,7,-4.84,0.8577174,-6e-07,0.0,0.0,0.0,0.0,0
66,35,Larix spp.,IAVC,3,21,0.0,0.0,0.0003625,-1.5029e-07,0.0,0.0,0.0,0
66,35,Larix spp.,VLE,3,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,235,Larix decidua,VCC,2,11,0.0,0.0,0.0,0.0,0.0003011,2.11661,0.79669,0
66,235,Larix decidua,VSC,2,7,-4.84,0.8577174,-6e-07,0.0,0.0,0.0,0.0,0
66,235,Larix decidua,IAVC,2,21,0.0,0.0,0.0003625,-1.5029e-07,0.0,0.0,0.0,0
66,235,Larix decidua,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
66,37,Juniperus communis,VCC,3,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0
66,37,Juniperus communis,VSC,3,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0
66,37,Juniperus communis,IAVC,3,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,37,Juniperus communis,VLE,3,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0
66,37,Juniperus communis,VCC,5,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0
66,37,Juniperus communis,VSC,5,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0
66,37,Juniperus communis,IAVC,5,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,37,Juniperus communis,VLE,5,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0
66,237,Juniperus oxycedrus,VCC,3,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0
66,237,Juniperus oxycedrus,VSC,3,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0
66,237,Juniperus oxycedrus,IAVC,3,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,237,Juniperus oxycedrus,VLE,3,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0
66,237,Juniperus oxycedrus,VCC,5,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0
66,237,Juniperus oxycedrus,VSC,5,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0
66,237,Juniperus oxycedrus,IAVC,5,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,237,Juniperus oxycedrus,VLE,5,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0
66,39,Juniperus phoenicea,VCC,5,11,0.0,0.0,0.0,0.0,0.0017596,1.83627,0.56894,0
66,39,Juniperus phoenicea,VSC,5,7,-1.52,0.8627692,5.69e-05,0.0,0.0,0.0,0.0,0
66,39,Juniperus phoenicea,IAVC,5,19,8.36699,-0.177246,0.0014772,-1.56548e-06,0.0,0.0,0.0,0
66,39,Juniperus phoenicea,VLE,5,12,0.0,0.0,0.0,0.0,7.3e-05,2.28991,0.0,0
66,41,Quercus robur,VCC,1,11,0.0,0.0,0.0,0.0,0.0006581,1.97632,0.75389,0
66,41,Quercus robur,VSC,1,7,-9.33,0.8606003,3.5e-06,0.0,0.0,0.0,0.0,0
66,41,Quercus robur,IAVC,1,21,0.0,0.0,0.0002178,-1.9242e-07,0.0,0.0,0.0,0
66,41,Quercus robur,VLE,1,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0
66,41,Quercus robur,VCC,2,11,0.0,0.0,0.0,0.0,0.0006581,1.97632,0.75389,0
66,41,Quercus robur,VSC,2,7,-9.33,0.8606003,3.5e-06,0.0,0.0,0.0,0.0,0
66,41,Quercus robur,IAVC,2,21,0.0,0.0,0.0002178,-1.9242e-07,0.0,0.0,0.0,0
66,41,Quercus robur,VLE,2,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0
66,41,Quercus robur,VCC,3,11,0.0,0.0,0.0,0.0,0.0006581,1.97632,0.75389,0
66,41,Quercus robur,VSC,3,7,-9.33,0.8606003,3.5e-06,0.0,0.0,0.0,0.0,0
66,41,Quercus robur,IAVC,3,21,0.0,0.0,0.0002178,-1.9242e-07,0.0,0.0,0.0,0
66,41,Quercus robur,VLE,3,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0
66,41,Quercus robur,VCC,4,11,0.0,0.0,0.0,0.0,0.0020413,1.80945,0.3027,0
66,41,Quercus robur,VSC,4,7,-1.51,0.8639358,3.32e-05,0.0,0.0,0.0,0.0,0
66,41,Quercus robur,IAVC,4,21,0.0,0.0,0.0002178,-1.9242e-07,0.0,0.0,0.0,0
66,41,Quercus robur,VLE,4,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0
66,41,Quercus robur,VCC,5,11,0.0,0.0,0.0,0.0,0.0005248,1.99764,0.69105,0
66,41,Quercus robur,VSC,5,7,-7.01,0.8685427,1.66e-05,0.0,0.0,0.0,0.0,0
66,41,Quercus robur,IAVC,5,21,0.0,0.0,0.0002178,-1.9242e-07,0.0,0.0,0.0,0
