COMUNIDAD AUTÓNOMA,CÓD ESPECIE,ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,MODELO,A,B,C,D,P,Q,R,DNM
70,12,Malus sylvestris,VLE,2,12,0.0,0.0,0.0,0.0,0.0010626,1.85153,0.0,0
70,12,Malus sylvestris,VCC,3,1,-5.35,0.000365,0.0,0.0,0.0,0.0,0.0,0
70,12,Malus sylvestris,VSC,3,7,-4.94,0.8041414,1.86e-05,0.0,0.0,0.0,0.0,0
70,12,Malus sylvestris,IAVC,3,21,0.0,0.0,0.000134626542963706,-1.37948484027548e-07,0.0,0.0,0.0,0
70,12,Malus sylvestris,VLE,3,12,0.0,0.0,0.0,0.0,0.0010626,1.85153,0.0,0
70,12,Malus sylvestris,VCC,5,1,-5.35,0.000365,0.0,0.0,0.0,0.0,0.0,0
70,12,Malus sylvestris,VSC,5,7,-4.94,0.8041414,1.86e-05,0.0,0.0,0.0,0.0,0
70,12,Malus sylvestris,IAVC,5,21,0.0,0.0,0.000134626542963706,-1.37948484027548e-07,0.0,0.0,0.0,0
70,12,Malus sylvestris,VLE,5,12,0.0,0.0,0.0,0.0,0.0010626,1.85153,0.0,0
70,13,Celtis australis,VCC,2,1,24.82,0.0002633,0.0,0.0,0.0,0.0,0.0,0
70,13,Celtis australis,VSC,2,7,-7.82,0.8087346,1.7e-06,0.0,0.0,0.0,0.0,0
70,13,Celtis australis,IAVC,2,21,0.0,0.0,0.000331377349730853,-4.90837631561146e-07,0.0,0.0,0.0,0
70,13,Celtis australis,VLE,2,12,0.0,0.0,0.0,0.0,1.27e-05,2.57913,0.0,0
70,13,Celtis australis,VCC,3,1,24.82,0.0002633,0.0,0.0,0.0,0.0,0.0,0
70,13,Celtis australis,VSC,3,7,-7.82,0.8087346,1.7e-06,0.0,0.0,0.0,0.0,0
70,13,Celtis australis,IAVC,3,21,0.0,0.0,0.000331377349730853,-4.90837631561146e-07,0.0,0.0,0.0,0
70,13,Celtis australis,VLE,3,12,0.0,0.0,0.0,0.0,1.27e-05,2.57913,0.0,0
70,13,Celtis australis,VCC,5,1,24.82,0.0002633,0.0,0.0,0.0,0.0,0.0,0
70,13,Celtis australis,VSC,5,7,-7.82,0.8087346,1.7e-06,0.0,0.0,0.0,0.0,0
70,13,Celtis australis,IAVC,5,21,0.0,0.0,0.000331377349730853,-4.90837631561146e-07,0.0,0.0,0.0,0
70,13,Celtis australis,VLE,5,12,0.0,0.0,0.0,0.0,1.27e-05,2.57913,0.0,0
70,14,Taxus baccata,VCC,2,1,51.32,0.0002995,0.0,0.0,0.0,0.0,0.0,0
70,14,Taxus baccata,VSC,2,7,-12.6,0.7509248,2.8e-05,0.0,0.0,0.0,0.0,0
70,14,Taxus baccata,IAVC,2,21,0.0,0.0,3.70515544066878e-05,4.89123882188217e-09,0.0,0.0,0.0,0
70,14,Taxus baccata,VLE,2,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0
70,14,Taxus baccata,VCC,3,1,51.32,0.0002995,0.0,0.0,0.0,0.0,0.0,0
70,14,Taxus baccata,VSC,3,7,-12.6,0.7509248,2.8e-05,0.0,0.0,0.0,0.0,0
70,14,Taxus baccata,IAVC,3,21,0.0,0.0,3.70515544066878e-05,4.89123882188217e-09,0.0,0.0,0.0,0
70,14,Taxus baccata,VLE,3,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0
70,14,Taxus baccata,VCC,5,1,67.09,0.000234,0.0,0.0,0.0,0.0,0.0,0
70,14,Taxus baccata,VSC,5,7,-13.75,0.7688854,1.34e-05,0.0,0.0,0.0,0.0,0
70,14,Taxus baccata,IAVC,5,21,0.0,0.0,3.70515544066878e-05,4.89123882188217e-09,0.0,0.0,0.0,0
70,14,Taxus baccata,VLE,5,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0
70,215,Crataegus monogyna,VCC,2,1,-5.35,0.000365,0.0,0.0,0.0,0.0,0.0,0
70,215,Crataegus monogyna,VSC,2,7,1.34,0.7876103,2.11e-05,0.0,0.0,0.0,0.0,0
70,215,Crataegus monogyna,IAVC,2,21,0.0,0.0,0.000134626542963706,-1.37948484027548e-07,0.0,0.0,0.0,0
70,215,Crataegus monogyna,VLE,2,12,0.0,0.0,0.0,0.0,0.0010626,1.85153,0.0,0
70,215,Crataegus monogyna,VCC,3,1,-5.35,0.000365,0.0,0.0,0.0,0.0,0.0,0
70,215,Crataegus monogyna,VSC,3,7,1.34,0.7876103,2.11e-05,0.0,0.0,0.0,0.0,0
70,215,Crataegus monogyna,IAVC,3,21,0.0,0.0,0.000134626542963706,-1.37948484027548e-07,0.0,0.0,0.0,0
70,215,Crataegus monogyna,VLE,3,12,0.0,0.0,0.0,0.0,0.0010626,1.85153,0.0,0
70,215,Crataegus monogyna,VCC,5,1,-5.35,0.000365,0.0,0.0,0.0,0.0,0.0,0
70,215,Crataegus monogyna,VSC,5,7,1.34,0.7876103,2.11e-05,0.0,0.0,0.0,0.0,0
70,215,Crataegus monogyna,IAVC,5,21,0.0,0.0,0.000134626542963706,-1.37948484027548e-07,0.0,0.0,0.0,0
70,215,Crataegus monogyna,VLE,5,12,0.0,0.0,0.0,0.0,0.0010626,1.85153,0.0,0
70,16,Pyrus spp.,VCC,3,1,28.73,0.0003222,0.0,0.0,0.0,0.0,0.0,0
70,16,Pyrus spp.,VSC,3,7,-6.2,0.8544971,-5.9e-06,0.0,0.0,0.0,0.0,0
70,16,Pyrus spp.,IAVC,3,21,0.0,0.0,0.000134626542963706,-1.37948484027548e-07,0.0,0.0,0.0,0
70,16,Pyrus spp.,VLE,3,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0
70,16,Pyrus spp.,VCC,5,1,28.73,0.0003222,0.0,0.0,0.0,0.0,0.0,0
70,16,Pyrus spp.,VSC,5,7,-6.2,0.8544971,-5.9e-06,0.0,0.0,0.0,0.0,0
70,16,Pyrus spp.,IAVC,5,21,0.0,0.0,0.000134626542963706,-1.37948484027548e-07,0.0,0.0,0.0,0
70,16,Pyrus spp.,VLE,5,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0
70,17,Cedrus atlantica,VCC,2,1,7.48,0.0003379,0.0,0.0,0.0,0.0,0.0,0
70,17,Cedrus atlantica,VSC,2,7,-4.38,0.6501946,5.52e-05,0.0,0.0,0.0,0.0,0
70,17,Cedrus atlantica,IAVC,2,21,0.0,0.0,0.000543232929519322,-4.86553670802369e-07,0.0,0.0,0.0,0
70,17,Cedrus atlantica,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,217,Cedrus deodara,VCC,2,1,7.48,0.0003379,0.0,0.0,0.0,0.0,0.0,0
70,217,Cedrus deodara,VSC,2,7,-4.38,0.6501946,5.52e-05,0.0,0.0,0.0,0.0,0
70,217,Cedrus deodara,IAVC,2,21,0.0,0.0,0.000543232929519322,-4.86553670802369e-07,0.0,0.0,0.0,0
70,217,Cedrus deodara,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,317,Cedrus libani,VCC,2,1,7.48,0.0003379,0.0,0.0,0.0,0.0,0.0,0
70,317,Cedrus libani,VSC,2,7,-4.38,0.6501946,5.52e-05,0.0,0.0,0.0,0.0,0
70,317,Cedrus libani,IAVC,2,21,0.0,0.0,0.000543232929519322,-4.86553670802369e-07,0.0,0.0,0.0,0
70,317,Cedrus libani,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,19,Otras coníferas,VCC,2,1,7.48,0.0003379,0.0,0.0,0.0,0.0,0.0,0
70,19,Otras coníferas,VSC,2,7,-4.38,0.6501946,5.52e-05,0.0,0.0,0.0,0.0,0
70,19,Otras coníferas,IAVC,2,21,0.0,0.0,0.000543232929519322,-4.86553670802369e-07,0.0,0.0,0.0,0
70,19,Otras coníferas,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,21,Pinus sylvestris,VCC,2,1,30.83,0.000321,0.0,0.0,0.0,0.0,0.0,0
70,21,Pinus sylvestris,VSC,2,7,-8.02,0.8269499,1.81e-05,0.0,0.0,0.0,0.0,0
70,21,Pinus sylvestris,IAVC,2,21,0.0,0.0,0.000179877144140897,-1.91627280055394e-07,0.0,0.0,0.0,0
70,21,Pinus sylvestris,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,21,Pinus sylvestris,VCC,3,1,5.64,0.000286,0.0,0.0,0.0,0.0,0.0,0
70,21,Pinus sylvestris,VSC,3,7,0.0,0.737885,8.27e-05,0.0,0.0,0.0,0.0,0
70,21,Pinus sylvestris,IAVC,3,21,0.0,0.0,0.000179877144140897,-1.91627280055394e-07,0.0,0.0,0.0,0
70,21,Pinus sylvestris,VLE,3,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,21,Pinus sylvestris,VCC,5,1,36.68,0.000206,0.0,0.0,0.0,0.0,0.0,0
70,21,Pinus sylvestris,VSC,5,7,-8.89,0.8615394,1.55e-05,0.0,0.0,0.0,0.0,0
70,21,Pinus sylvestris,IAVC,5,21,0.0,0.0,0.000179877144140897,-1.91627280055394e-07,0.0,0.0,0.0,0
70,21,Pinus sylvestris,VLE,5,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,22,Pinus uncinata,VCC,2,1,77.94,0.0002743,0.0,0.0,0.0,0.0,0.0,0
70,22,Pinus uncinata,VSC,2,7,-11.23,0.8821874,1.03e-05,0.0,0.0,0.0,0.0,0
70,22,Pinus uncinata,IAVC,2,21,0.0,0.0,9.92259080894348e-05,-8.56405773410879e-08,0.0,0.0,0.0,0
70,22,Pinus uncinata,VLE,2,12,0.0,0.0,0.0,0.0,0.0001534,2.09834,0.0,0
70,22,Pinus uncinata,VCC,3,1,12.26,0.0002581,0.0,0.0,0.0,0.0,0.0,0
70,22,Pinus uncinata,VSC,3,7,-0.9,0.8140777,-0.0002211,0.0,0.0,0.0,0.0,0
70,22,Pinus uncinata,IAVC,3,21,0.0,0.0,9.92259080894348e-05,-8.56405773410879e-08,0.0,0.0,0.0,0
70,22,Pinus uncinata,VLE,3,12,0.0,0.0,0.0,0.0,0.0001534,2.09834,0.0,0
70,22,Pinus uncinata,VCC,5,1,86.19,0.000142,0.0,0.0,0.0,0.0,0.0,0
70,22,Pinus uncinata,VSC,5,7,-12.37,0.9136759,6.4e-06,0.0,0.0,0.0,0.0,0
70,22,Pinus uncinata,IAVC,5,21,0.0,0.0,9.92259080894348e-05,-8.56405773410879e-08,0.0,0.0,0.0,0
70,22,Pinus uncinata,VLE,5,12,0.0,0.0,0.0,0.0,0.0001534,2.09834,0.0,0
70,23,Pinus pinea,VCC,2,1,51.32,0.0002995,0.0,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,VSC,2,7,-12.6,0.7509248,2.8e-05,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,IAVC,2,21,0.0,0.0,0.000126644326213385,-2.76994507442179e-08,0.0,0.0,0.0,0
70,23,Pinus pinea,VLE,2,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0
70,23,Pinus pinea,VCC,3,1,51.32,0.0002995,0.0,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,VSC,3,7,-12.6,0.7509248,2.8e-05,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,IAVC,3,21,0.0,0.0,0.000126644326213385,-2.76994507442179e-08,0.0,0.0,0.0,0
70,23,Pinus pinea,VLE,3,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0
70,23,Pinus pinea,VCC,4,1,22.1,0.0002425,0.0,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,VSC,4,7,-2.72,0.7021172,0.0001332,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,IAVC,4,21,0.0,0.0,0.000126644326213385,-2.76994507442179e-08,0.0,0.0,0.0,0
70,23,Pinus pinea,VLE,4,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0
70,23,Pinus pinea,VCC,5,1,67.09,0.000234,0.0,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,VSC,5,7,-13.75,0.7688854,1.34e-05,0.0,0.0,0.0,0.0,0
70,23,Pinus pinea,IAVC,5,21,0.0,0.0,0.000126644326213385,-2.76994507442179e-08,0.0,0.0,0.0,0
70,23,Pinus pinea,VLE,5,12,0.0,0.0,0.0,0.0,8e-07,3.04558,0.0,0
70,24,Pinus halepensis,VCC,1,1,44.18,0.0002515,0.0,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,VSC,1,7,-4.89,0.7314804,7.19e-05,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,IAVC,1,21,0.0,0.0,0.000139097613718869,-6.84929850442882e-08,0.0,0.0,0.0,0
70,24,Pinus halepensis,VLE,1,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0
70,24,Pinus halepensis,VCC,2,1,44.18,0.0002515,0.0,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,VSC,2,7,-4.89,0.7314804,7.19e-05,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,IAVC,2,21,0.0,0.0,0.000139097613718869,-6.84929850442882e-08,0.0,0.0,0.0,0
70,24,Pinus halepensis,VLE,2,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0
70,24,Pinus halepensis,VCC,3,1,44.18,0.0002515,0.0,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,VSC,3,7,-4.89,0.7314804,7.19e-05,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,IAVC,3,21,0.0,0.0,0.000139097613718869,-6.84929850442882e-08,0.0,0.0,0.0,0
70,24,Pinus halepensis,VLE,3,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0
70,24,Pinus halepensis,VCC,5,1,40.84,0.000189,0.0,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,VSC,5,7,-7.02,0.7714343,-4.5e-06,0.0,0.0,0.0,0.0,0
70,24,Pinus halepensis,IAVC,5,21,0.0,0.0,0.000139097613718869,-6.84929850442882e-08,0.0,0.0,0.0,0
70,24,Pinus halepensis,VLE,5,12,0.0,0.0,0.0,0.0,4.53e-05,2.33124,0.0,0
70,25,Pinus nigra,VCC,1,1,14.46,0.0003435,0.0,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,VSC,1,7,-11.23,0.7474722,8.8e-06,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,IAVC,1,21,0.0,0.0,0.000183068968031357,-1.80627155753752e-07,0.0,0.0,0.0,0
70,25,Pinus nigra,VLE,1,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
70,25,Pinus nigra,VCC,2,1,14.46,0.0003435,0.0,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,VSC,2,7,-11.23,0.7474722,8.8e-06,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,IAVC,2,21,0.0,0.0,0.000183068968031357,-1.80627155753752e-07,0.0,0.0,0.0,0
70,25,Pinus nigra,VLE,2,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
70,25,Pinus nigra,VCC,3,1,7.38,0.0002734,0.0,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,VSC,3,7,-0.25,0.6157848,0.0004393,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,IAVC,3,21,0.0,0.0,0.000183068968031357,-1.80627155753752e-07,0.0,0.0,0.0,0
70,25,Pinus nigra,VLE,3,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
70,25,Pinus nigra,VCC,5,1,51.08,0.0002,0.0,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,VSC,5,7,-6.47,0.7206002,6.31e-05,0.0,0.0,0.0,0.0,0
70,25,Pinus nigra,IAVC,5,21,0.0,0.0,0.000183068968031357,-1.80627155753752e-07,0.0,0.0,0.0,0
70,25,Pinus nigra,VLE,5,12,0.0,0.0,0.0,0.0,2.5e-05,2.41169,0.0,0
70,26,Pinus pinaster,VCC,2,1,7.48,0.0003379,0.0,0.0,0.0,0.0,0.0,0
70,26,Pinus pinaster,VSC,2,7,-4.38,0.6501946,5.52e-05,0.0,0.0,0.0,0.0,0
70,26,Pinus pinaster,IAVC,2,21,0.0,0.0,0.000284527262042491,-2.06042318714698e-07,0.0,0.0,0.0,0
70,26,Pinus pinaster,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,26,Pinus pinaster,VCC,3,1,7.48,0.0003379,0.0,0.0,0.0,0.0,0.0,0
70,26,Pinus pinaster,VSC,3,7,-4.38,0.6501946,5.52e-05,0.0,0.0,0.0,0.0,0
70,26,Pinus pinaster,IAVC,3,21,0.0,0.0,0.000284527262042491,-2.06042318714698e-07,0.0,0.0,0.0,0
70,26,Pinus pinaster,VLE,3,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,26,Pinus pinaster,VCC,5,1,7.48,0.0003379,0.0,0.0,0.0,0.0,0.0,0
70,26,Pinus pinaster,VSC,5,7,-4.38,0.6501946,5.52e-05,0.0,0.0,0.0,0.0,0
70,26,Pinus pinaster,IAVC,5,21,0.0,0.0,0.000284527262042491,-2.06042318714698e-07,0.0,0.0,0.0,0
70,26,Pinus pinaster,VLE,5,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,28,Pinus radiata,VCC,2,1,60.57,0.0002436,0.0,0.0,0.0,0.0,0.0,0
70,28,Pinus radiata,VSC,2,7,12.07,0.6791731,8.98e-05,0.0,0.0,0.0,0.0,0
70,28,Pinus radiata,IAVC,2,21,0.0,0.0,0.000505113681298436,-6.12731751389226e-07,0.0,0.0,0.0,0
70,28,Pinus radiata,VLE,2,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
70,28,Pinus radiata,VCC,3,1,60.57,0.0002436,0.0,0.0,0.0,0.0,0.0,0
70,28,Pinus radiata,VSC,3,7,12.07,0.6791731,8.98e-05,0.0,0.0,0.0,0.0,0
70,28,Pinus radiata,IAVC,3,21,0.0,0.0,0.000505113681298436,-6.12731751389226e-07,0.0,0.0,0.0,0
70,28,Pinus radiata,VLE,3,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
70,28,Pinus radiata,VCC,5,1,60.57,0.0002436,0.0,0.0,0.0,0.0,0.0,0
70,28,Pinus radiata,VSC,5,7,12.07,0.6791731,8.98e-05,0.0,0.0,0.0,0.0,0
70,28,Pinus radiata,IAVC,5,21,0.0,0.0,0.000505113681298436,-6.12731751389226e-07,0.0,0.0,0.0,0
70,28,Pinus radiata,VLE,5,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
70,29,Otros pinos,VCC,2,1,60.57,0.0002436,0.0,0.0,0.0,0.0,0.0,0
70,29,Otros pinos,VSC,2,7,12.07,0.6791731,8.98e-05,0.0,0.0,0.0,0.0,0
70,29,Otros pinos,IAVC,2,21,0.0,0.0,0.000505113681298436,-6.12731751389226e-07,0.0,0.0,0.0,0
70,29,Otros pinos,VLE,2,12,0.0,0.0,0.0,0.0,0.0014136,1.73113,0.0,0
70,31,Abies alba,VCC,1,1,137.88,0.0003032,0.0,0.0,0.0,0.0,0.0,0
70,31,Abies alba,VSC,1,7,-2.43,0.8536402,5.3e-06,0.0,0.0,0.0,0.0,0
70,31,Abies alba,IAVC,1,14,0.0,0.0,0.0,0.0,0.00058127793020926,1.76155920940512,0.0,0
70,31,Abies alba,VLE,1,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,31,Abies alba,VCC,2,1,137.88,0.0003032,0.0,0.0,0.0,0.0,0.0,0
70,31,Abies alba,VSC,2,7,-2.43,0.8536402,5.3e-06,0.0,0.0,0.0,0.0,0
70,31,Abies alba,IAVC,2,14,0.0,0.0,0.0,0.0,0.00058127793020926,1.76155920940512,0.0,0
70,31,Abies alba,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,31,Abies alba,VCC,3,1,137.88,0.0003032,0.0,0.0,0.0,0.0,0.0,0
70,31,Abies alba,VSC,3,7,-2.43,0.8536402,5.3e-06,0.0,0.0,0.0,0.0,0
70,31,Abies alba,IAVC,3,14,0.0,0.0,0.0,0.0,0.00058127793020926,1.76155920940512,0.0,0
70,31,Abies alba,VLE,3,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,31,Abies alba,VCC,5,1,42.75,0.0003403,0.0,0.0,0.0,0.0,0.0,0
70,31,Abies alba,VSC,5,7,-2.61,0.8237013,2.37e-05,0.0,0.0,0.0,0.0,0
70,31,Abies alba,IAVC,5,14,0.0,0.0,0.0,0.0,0.00058127793020926,1.76155920940512,0.0,0
70,31,Abies alba,VLE,5,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,33,Picea abies,VCC,2,1,87.96,0.0003073,0.0,0.0,0.0,0.0,0.0,0
70,33,Picea abies,VSC,2,7,3.22,0.7978705,3.42e-05,0.0,0.0,0.0,0.0,0
70,33,Picea abies,IAVC,2,21,0.0,0.0,0.000543232929519322,-4.86553670802369e-07,0.0,0.0,0.0,0
70,33,Picea abies,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,34,Pseudotsuga menziesii,VCC,1,1,-3.31,0.00033,0.0,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VSC,1,7,-4.73,0.8339021,7.6e-06,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,IAVC,1,21,0.0,0.0,0.00101694434205161,-9.90617193541942e-07,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VLE,1,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,34,Pseudotsuga menziesii,VCC,2,1,-3.31,0.00033,0.0,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VSC,2,7,-4.73,0.8339021,7.6e-06,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,IAVC,2,21,0.0,0.0,0.00101694434205161,-9.90617193541942e-07,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VLE,2,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,34,Pseudotsuga menziesii,VCC,3,1,-3.31,0.00033,0.0,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VSC,3,7,-4.73,0.8339021,7.6e-06,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,IAVC,3,21,0.0,0.0,0.00101694434205161,-9.90617193541942e-07,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VLE,3,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,34,Pseudotsuga menziesii,VCC,5,1,-3.31,0.00033,0.0,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VSC,5,7,-4.73,0.8339021,7.6e-06,0.0,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,IAVC,5,21,0.0,0.0,0.00101694434205161,-9.90617193541942e-07,0.0,0.0,0.0,0
70,34,Pseudotsuga menziesii,VLE,5,12,0.0,0.0,0.0,0.0,0.0001194,2.14645,0.0,0
70,235,Larix decidua,VCC,2,1,18.41,0.0003128,0.0,0.0,0.0,0.0,0.0,0
70,235,Larix decidua,VSC,2,7,-10.15,0.7426047,6.4e-06,0.0,0.0,0.0,0.0,0
70,235,Larix decidua,IAVC,2,21,0.0,0.0,0.000543232929519322,-4.86553670802369e-07,0.0,0.0,0.0,0
70,235,Larix decidua,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,36,Cupressus sempervirens,VCC,2,1,-3.31,0.00033,0.0,0.0,0.0,0.0,0.0,0
70,36,Cupressus sempervirens,VSC,2,7,-1.06,0.8252699,2.41e-05,0.0,0.0,0.0,0.0,0
70,36,Cupressus sempervirens,IAVC,2,21,0.0,0.0,0.000543232929519322,-4.86553670802369e-07,0.0,0.0,0.0,0
70,36,Cupressus sempervirens,VLE,2,12,0.0,0.0,0.0,0.0,5.64e-05,2.24028,0.0,0
70,236,Cupressus arizonica,VCC,2,1,-3.31,0.00033,0.0,0.0,0.0,0.0,0.0,0
70,236,Cupressus arizonica,VSC,2,7,-1.06,0.8252699,2.41e-05,0.0,0.0,0.0,0.0,0
